"","locus","chi2","df","Pr.chi2","Pr.exact","pop"
"334","AGBro57",0.123456790123457,1,0.725315148237577,1,"HB-Pylyserlaan2018"
"335","AGBro76",5.10416666666667,6,0.530524168531029,0.527,"HB-Pylyserlaan2018"
"336","AGBro9",22.2666666666667,28,0.768798349098146,0.856,"HB-Pylyserlaan2018"
"337","AGBro110",1.74814814814815,3,0.626282940491022,0.508,"HB-Doornpanne2018"
"338","AGBro111",6.9,10,0.734850644616308,0.502,"HB-Doornpanne2018"
"339","AGBro116",1.41632653061225,6,0.964857723943026,1,"HB-Doornpanne2018"
"340","AGBro12",18.6225895316804,15,0.231348411566041,0.151,"HB-Doornpanne2018"
"341","AGBro138",3.69473279507882,1,0.054584524594833,0.151,"HB-Doornpanne2018"
"342","AGBro144",4.83456790123457,6,0.565199584065565,0.566,"HB-Doornpanne2018"
"343","AGBro153",4.2688480350818,6,0.640344740720306,0.209,"HB-Doornpanne2018"
"344","AGBro16",0,0,1,1,"HB-Doornpanne2018"
"345","AGBro161",2.44082840236686,6,0.875030244486628,0.618,"HB-Doornpanne2018"
"346","AGBro20",0.0277008310249308,1,0.867814107693651,1,"HB-Doornpanne2018"
"347","AGBro218",0.0978142736384495,1,0.754468526649911,1,"HB-Doornpanne2018"
"348","AGBro227",1.65023011176857,6,0.948898546644206,1,"HB-Doornpanne2018"
"349","AGBro234",2.61234567901235,3,0.455329299575841,0.432,"HB-Doornpanne2018"
"350","AGBro266",1.11111111111111,1,0.291840545143789,1,"HB-Doornpanne2018"
"351","AGBro299",20.0346020761246,6,0.00273039299653466,0.161,"HB-Doornpanne2018"
"352","AGBro307",0.00102030405060709,1,0.974518146188997,1,"HB-Doornpanne2018"
"353","AGBro32",0.625,1,0.429195300440349,1,"HB-Doornpanne2018"
"354","AGBro337",0.0978142736384495,1,0.754468526649911,1,"HB-Doornpanne2018"
"355","AGBro35",0,0,1,1,"HB-Doornpanne2018"
"356","AGBro375",0.4,1,0.527089256865538,0.472,"HB-Doornpanne2018"
"357","AGBro403",21.15,15,0.132104843952907,0.042,"HB-Doornpanne2018"
"358","AGBro419",6.60493827160494,6,0.358930833809941,0.225,"HB-Doornpanne2018"
"359","AGBro467",14.3777777777778,21,0.852831750580602,0.83,"HB-Doornpanne2018"
"360","AGBro480",5.83333333333333,6,0.442116985841317,0.367,"HB-Doornpanne2018"
"361","AGBro487",4.14351851851852,3,0.24637794068762,0.202,"HB-Doornpanne2018"
"362","AGBro57",10,1,0.0015654022580025,0.049,"HB-Doornpanne2018"
"363","AGBro76",1.35308641975309,3,0.716567416816841,0.73,"HB-Doornpanne2018"
"364","AGBro9",22.2222222222222,36,0.965091628123302,0.816,"HB-Doornpanne2018"
"365","AGBro110",0.826152683295541,3,0.843201969554609,0.803,"Witte Burg2018"
"366","AGBro111",30.9200680272109,15,0.00900375164098788,0.119,"Witte Burg2018"
"367","AGBro116",3.25333333333333,3,0.354190766894298,0.225,"Witte Burg2018"
"368","AGBro12",6.04408163265306,10,0.81154619153844,0.659,"Witte Burg2018"
"369","AGBro138",0.75,1,0.386476230771233,0.532,"Witte Burg2018"
"370","AGBro144",17.4833333333333,15,0.290800686938883,0.087,"Witte Burg2018"
"371","AGBro153",2.97536529404661,3,0.39543897910658,0.397,"Witte Burg2018"
"372","AGBro16",0,0,1,1,"Witte Burg2018"
"373","AGBro161",0,1,1,1,"Witte Burg2018"
"374","AGBro20",0.0226843100189036,1,0.880280916166764,1,"Witte Burg2018"
"375","AGBro218",4.5207100591716,3,0.210450419622967,0.2,"Witte Burg2018"
"376","AGBro227",2.93333333333333,10,0.982949662691587,0.706,"Witte Burg2018"
"377","AGBro234",2.58708295071931,3,0.459758573889579,0.604,"Witte Burg2018"
"378","AGBro266",0.717037037037037,1,0.397117537864827,0.587,"Witte Burg2018"
"379","AGBro299",0.831024930747922,3,0.842032785583952,1,"Witte Burg2018"
"380","AGBro307",0.1875,1,0.665005542102029,1,"Witte Burg2018"
"381","AGBro32",0.00979591836734694,1,0.921158650225025,1,"Witte Burg2018"
"382","AGBro337",3,1,0.0832645166635505,0.208,"Witte Burg2018"
"383","AGBro35",1.18530612244898,1,0.276278415808018,0.277,"Witte Burg2018"
"384","AGBro375",0.000847397782642469,1,0.976776782486699,1,"Witte Burg2018"
"385","AGBro403",25.1702479338843,21,0.239865824188933,0.296,"Witte Burg2018"
"386","AGBro419",2.47933884297521,3,0.479036591690565,0.615,"Witte Burg2018"
"387","AGBro467",12.1224489795918,15,0.669737935080942,0.66,"Witte Burg2018"
"388","AGBro480",3.66666666666667,6,0.721679409387507,0.915,"Witte Burg2018"
"389","AGBro487",2.47933884297521,3,0.479036591690565,0.589,"Witte Burg2018"
"390","AGBro57",11,1,0.000911118877153672,0.01,"Witte Burg2018"
"391","AGBro76",2.32,6,0.888043653204244,1,"Witte Burg2018"
"392","AGBro9",19.0533333333333,15,0.211327245225146,0.421,"Witte Burg2018"
"393","AGBro110",2.1,3,0.551912763339711,0.599,"Ter Yde IWVA2018"
"394","AGBro111",2.26666666666667,6,0.893613069223461,0.82,"Ter Yde IWVA2018"
"395","AGBro116",1.11111111111111,6,0.981047515705364,1,"Ter Yde IWVA2018"
"396","AGBro12",3.33333333333333,3,0.343030146138244,0.459,"Ter Yde IWVA2018"
"397","AGBro138",0.311418685121107,1,0.576810925536172,1,"Ter Yde IWVA2018"
"398","AGBro144",15.6,15,0.409122032413243,0.065,"Ter Yde IWVA2018"
"399","AGBro153",2.60416666666667,6,0.856632450789907,1,"Ter Yde IWVA2018"
"400","AGBro16",0.123456790123457,1,0.725315148237577,1,"Ter Yde IWVA2018"
"401","AGBro161",1.78202479338843,3,0.618854332513213,0.733,"Ter Yde IWVA2018"
"402","AGBro20",0.0277008310249308,1,0.867814107693651,1,"Ter Yde IWVA2018"
"403","AGBro218",1.7151311090705,1,0.1903209864388,0.461,"Ter Yde IWVA2018"
"404","AGBro227",0.123456790123457,3,0.988881066383277,1,"Ter Yde IWVA2018"
"405","AGBro234",4.225,3,0.238170799877092,0.277,"Ter Yde IWVA2018"
"406","AGBro266",0.311418685121107,1,0.576810925536172,1,"Ter Yde IWVA2018"
"407","AGBro299",0.348943985307622,3,0.950575239150192,1,"Ter Yde IWVA2018"
"408","AGBro307",0.00102030405060709,1,0.974518146188997,1,"Ter Yde IWVA2018"
"409","AGBro32",3.64152892561983,3,0.302864843204974,0.172,"Ter Yde IWVA2018"
"410","AGBro337",1.11111111111111,1,0.291840545143789,1,"Ter Yde IWVA2018"
"411","AGBro35",10,1,0.0015654022580025,0.01,"Ter Yde IWVA2018"
"412","AGBro375",3.6,1,0.0577795711235976,0.208,"Ter Yde IWVA2018"
"413","AGBro403",6.51056014692378,10,0.770701147150615,0.437,"Ter Yde IWVA2018"
"414","AGBro419",6.28888888888889,6,0.391618750023178,0.153,"Ter Yde IWVA2018"
"415","AGBro467",15.3333333333333,15,0.427683781289738,0.227,"Ter Yde IWVA2018"
"416","AGBro480",2.92570677186062,3,0.403222137551622,0.118,"Ter Yde IWVA2018"
"417","AGBro487",2.85,6,0.82742427233145,0.65,"Ter Yde IWVA2018"
"418","AGBro57",0,0,1,1,"Ter Yde IWVA2018"
"419","AGBro76",0.725,3,0.867308533547987,1,"Ter Yde IWVA2018"
"420","AGBro9",22.5444444444444,21,0.368739683444843,0.091,"Ter Yde IWVA2018"
"421","AGBro110",2.49135802469136,3,0.476854906541542,0.387,"Veurne2018"
"422","AGBro111",18.4036281179138,10,0.0485248988264099,0.115,"Veurne2018"
"423","AGBro116",21.0544217687075,6,0.00179376295945999,0.06,"Veurne2018"
"424","AGBro12",19.3320231796422,15,0.19908053898319,0.222,"Veurne2018"
"425","AGBro138",0.078125,1,0.779854617964919,1,"Veurne2018"
"426","AGBro144",20.8453514739229,21,0.46842289337236,0.205,"Veurne2018"
"427","AGBro153",2.52189349112426,6,0.866009433335369,0.701,"Veurne2018"
"428","AGBro16",0.0554016620498615,3,0.996588885939038,1,"Veurne2018"
"429","AGBro161",0.779755102040816,3,0.854302963325436,0.799,"Veurne2018"
"430","AGBro20",0.408163265306122,1,0.522903234512671,1,"Veurne2018"
"431","AGBro218",0.8,1,0.371093369522698,0.407,"Veurne2018"
"432","AGBro227",0.672222222222222,6,0.995071031098,1,"Veurne2018"
"433","AGBro234",4.02222222222222,3,0.259074508165553,0.2,"Veurne2018"
"434","AGBro266",1.61184189009753,1,0.204233082294911,0.208,"Veurne2018"
"435","AGBro299",0.899908172635446,6,0.989123634149346,1,"Veurne2018"
"436","AGBro307",1.63265306122449,1,0.201336485287401,0.294,"Veurne2018"
"437","AGBro32",0.555555555555555,1,0.456056540250256,0.635,"Veurne2018"
"438","AGBro337",0.0453514739229026,1,0.831359055457996,1,"Veurne2018"
"439","AGBro35",8.66242968807071,1,0.00324837872904005,0.007,"Veurne2018"
"440","AGBro375",0.292235237290182,1,0.588791685518668,0.641,"Veurne2018"
"441","AGBro403",9.81728395061728,15,0.831073085338431,0.859,"Veurne2018"
"442","AGBro419",18.0237229803164,6,0.00617318289164714,0.002,"Veurne2018"
"443","AGBro467",12.9526486520534,15,0.605955452999425,0.544,"Veurne2018"
"444","AGBro480",5.06428370164634,6,0.53559512215899,0.365,"Veurne2018"
"445","AGBro487",2.31141868512111,6,0.888947202258464,0.846,"Veurne2018"
"446","AGBro57",4.61797942317423,1,0.031638486879946,0.076,"Veurne2018"
"447","AGBro76",13.9291509196271,3,0.0030031939382974,0.005,"Veurne2018"
"448","AGBro9",29.9547269888348,21,0.0929015408128966,0.007,"Veurne2018"
"449","AGBro110",6.37142857142857,3,0.0948733117021966,0.108,"Slack2018"
"450","AGBro111",17.7054569362262,15,0.278467018806759,0.208,"Slack2018"
"451","AGBro116",2.03604938271605,3,0.564958334318427,0.491,"Slack2018"
"452","AGBro12",2.72464990558713,10,0.987182288580185,0.864,"Slack2018"
"453","AGBro138",0.29893574159059,1,0.584550385648649,0.589,"Slack2018"
"454","AGBro144",12.0626543209877,10,0.280885170916065,0.216,"Slack2018"
"455","AGBro153",9.8,6,0.1333310698849,0.255,"Slack2018"
"456","AGBro16",4.453125,6,0.615600120636774,0.331,"Slack2018"
"457","AGBro161",8.65124716553288,6,0.194162398553695,0.063,"Slack2018"
"458","AGBro20",0.0131492439184747,1,0.908706572535466,1,"Slack2018"
"459","AGBro218",0.555555555555555,1,0.456056540250256,0.636,"Slack2018"
"460","AGBro227",0.809106160674467,6,0.991827280145456,0.699,"Slack2018"
"461","AGBro234",1.79138321995465,3,0.616811836622302,0.829,"Slack2018"
"462","AGBro266",0.032,1,0.858027656987521,1,"Slack2018"
"463","AGBro299",4.36728395061728,6,0.627103232144126,0.718,"Slack2018"
"464","AGBro307",4.44610650887574,3,0.2171481345855,0.245,"Slack2018"
"465","AGBro32",3.51403306420607,3,0.318946635111218,0.17,"Slack2018"
"466","AGBro337",0.408163265306122,1,0.522903234512671,1,"Slack2018"
"467","AGBro35",0.0138787436084733,1,0.906219727573062,1,"Slack2018"
"468","AGBro375",0.725623582766439,1,0.394305444360769,0.609,"Slack2018"
"469","AGBro403",4.72237654320988,15,0.994227400415902,0.984,"Slack2018"
"470","AGBro419",4.70865051903114,6,0.581686155042768,0.23,"Slack2018"
"471","AGBro467",13.2029384756657,15,0.586626441061144,0.326,"Slack2018"
"472","AGBro480",2.67699672461577,6,0.848156787626314,0.867,"Slack2018"
"473","AGBro487",11.1706941600169,6,0.0832420287848679,0.028,"Slack2018"
"474","AGBro57",2.8125,1,0.0935325126890938,0.165,"Slack2018"
"475","AGBro76",2.43629489603025,6,0.875528044268947,0.783,"Slack2018"
"476","AGBro9",49.6352733686067,55,0.679035501242233,0.846,"Slack2018"
"477","AGBro110",1.36904761904762,3,0.712805906734745,0.616,"HB-Noord2018"
"478","AGBro111",17.0634920634921,15,0.31508303687451,0.239,"HB-Noord2018"
"479","AGBro116",1.3968253968254,3,0.706279044349879,1,"HB-Noord2018"
"480","AGBro12",10.1111111111111,10,0.430799845644171,0.593,"HB-Noord2018"
"481","AGBro138",0.194444444444445,1,0.659243003692631,1,"HB-Noord2018"
"482","AGBro144",21,15,0.136829320002504,0.053,"HB-Noord2018"
"483","AGBro153",0.520661157024794,3,0.91432935610112,1,"HB-Noord2018"
"484","AGBro16",0.0414201183431953,1,0.838729137404802,1,"HB-Noord2018"
"485","AGBro161",0.972222222222222,3,0.807972927647494,1,"HB-Noord2018"
"486","AGBro20",0.520661157024793,1,0.470559787433862,1,"HB-Noord2018"
"487","AGBro218",1.66666666666667,3,0.644369805637025,0.633,"HB-Noord2018"
"488","AGBro227",0.0414201183431953,1,0.838729137404802,1,"HB-Noord2018"
"489","AGBro234",4.375,3,0.223714693006453,0.348,"HB-Noord2018"
"490","AGBro266",0.0414201183431953,1,0.838729137404802,1,"HB-Noord2018"
"491","AGBro299",1.12,3,0.772248329453913,1,"HB-Noord2018"
"492","AGBro307",3.32197530864198,1,0.0683596486669442,0.113,"HB-Noord2018"
"493","AGBro32",2.16049382716049,1,0.141599176642839,0.433,"HB-Noord2018"
"494","AGBro337",1.12,1,0.28991845394257,1,"HB-Noord2018"
"495","AGBro35",0.520661157024793,1,0.470559787433862,1,"HB-Noord2018"
"496","AGBro375",7,1,0.00815097159350264,0.071,"HB-Noord2018"
"497","AGBro403",9.52777777777778,10,0.482851587509302,0.357,"HB-Noord2018"
"498","AGBro419",3.9375,3,0.268292569764846,0.115,"HB-Noord2018"
"499","AGBro467",9.33333333333334,10,0.500788078102467,0.75,"HB-Noord2018"
"500","AGBro480",0.77,3,0.856628346372899,1,"HB-Noord2018"
"501","AGBro487",2.20888888888889,3,0.530199660164968,0.609,"HB-Noord2018"
"502","AGBro57",0.0414201183431953,1,0.838729137404802,1,"HB-Noord2018"
"503","AGBro76",1.3125,3,0.726166989462774,1,"HB-Noord2018"
"504","AGBro9",10.8888888888889,10,0.366239916863771,0.404,"HB-Noord2018"
"505","AGBro110",4.01360544217687,3,0.259998730857156,0.548,"Belvedere2018"
"506","AGBro111",10,10,0.440493285065212,0.092,"Belvedere2018"
"507","AGBro116",1.13378684807256,3,0.768924694354939,0.635,"Belvedere2018"
"508","AGBro12",7.65289256198347,10,0.662700120875471,0.329,"Belvedere2018"
"509","AGBro138",10,1,0.0015654022580025,0.057,"Belvedere2018"
"510","AGBro144",16.1428571428571,21,0.761571488837321,0.6,"Belvedere2018"
"511","AGBro153",2.05621301775148,6,0.914456730904595,1,"Belvedere2018"
"512","AGBro16",0.0277008310249308,1,0.867814107693651,1,"Belvedere2018"
"513","AGBro161",8.84444444444444,6,0.182517257244291,0.056,"Belvedere2018"
"514","AGBro20",0.0277008310249308,1,0.867814107693651,1,"Belvedere2018"
"515","AGBro218",10.4,3,0.0154548272168578,0.084,"Belvedere2018"
"516","AGBro227",6.55489809335963,3,0.0875224207863621,0.026,"Belvedere2018"
"517","AGBro234",1.35308641975309,3,0.716567416816841,0.75,"Belvedere2018"
"518","AGBro266",1.11111111111111,1,0.291840545143789,1,"Belvedere2018"
"519","AGBro299",0.311418685121107,3,0.957866822244294,1,"Belvedere2018"
"520","AGBro307",1.7151311090705,1,0.1903209864388,0.535,"Belvedere2018"
"521","AGBro32",0.4,1,0.527089256865538,0.56,"Belvedere2018"
"522","AGBro337",1.83673469387755,1,0.175334143776601,0.457,"Belvedere2018"
"523","AGBro35",3.69473279507882,1,0.054584524594833,0.162,"Belvedere2018"
"524","AGBro375",0.4,1,0.527089256865538,1,"Belvedere2018"
"525","AGBro403",9.75308641975309,15,0.834977269977945,0.656,"Belvedere2018"
"526","AGBro419",2.04444444444444,3,0.563233524300436,0.327,"Belvedere2018"
"527","AGBro467",29.0333333333333,21,0.113203531525919,0.396,"Belvedere2018"
"528","AGBro480",2.26851071006915,6,0.893422356759343,1,"Belvedere2018"
"529","AGBro487",6.875,3,0.0759904868091927,0.047,"Belvedere2018"
"530","AGBro57",0.4,1,0.527089256865538,0.469,"Belvedere2018"
"531","AGBro76",2.62270197335132,6,0.854490539210537,0.698,"Belvedere2018"
"532","AGBro9",21.0222222222222,21,0.45758778125512,0.576,"Belvedere2018"
"533","AGBro110",1.86702581369248,3,0.600459088761776,0.609,"Westhoek NO2018"
"534","AGBro111",11.9274349372456,10,0.289942378788978,0.094,"Westhoek NO2018"
"535","AGBro116",3.15201427084882,6,0.789539882128984,0.606,"Westhoek NO2018"
"536","AGBro12",4.796910430839,6,0.570112400885555,0.595,"Westhoek NO2018"
"537","AGBro138",6.34038781163435,1,0.0118019075239347,0.013,"Westhoek NO2018"
"538","AGBro144",20.974012345679,15,0.137661691621205,0.136,"Westhoek NO2018"
"539","AGBro153",1.52142222222222,6,0.95805887581307,1,"Westhoek NO2018"
"540","AGBro16",0.0498866213151927,3,0.997080526285327,1,"Westhoek NO2018"
"541","AGBro161",2.64083175803403,6,0.852385378461779,0.7,"Westhoek NO2018"
"542","AGBro20",0.117787031528852,1,0.731447137213507,1,"Westhoek NO2018"
"543","AGBro218",0.361604207758054,1,0.547616646691792,0.701,"Westhoek NO2018"
"544","AGBro227",60.6375,21,1.02224009925767e-05,0.016,"Westhoek NO2018"
"545","AGBro234",0.805871212121212,3,0.848062207607379,1,"Westhoek NO2018"
"546","AGBro266",5.54988662131519,3,0.135685105733537,0.054,"Westhoek NO2018"
"547","AGBro299",4.88888888888889,6,0.558141057480459,0.329,"Westhoek NO2018"
"548","AGBro307",0.00701530612244898,1,0.933249299520479,1,"Westhoek NO2018"
"549","AGBro32",0.917442659279779,1,0.338147343550556,0.67,"Westhoek NO2018"
"550","AGBro337",0.176837098692033,1,0.674105597444198,0.677,"Westhoek NO2018"
"551","AGBro35",7.42512471655329,1,0.00643193670609177,0.02,"Westhoek NO2018"
"552","AGBro375",1.01020408163265,1,0.314853952337756,0.384,"Westhoek NO2018"
"553","AGBro403",19.1829024943311,21,0.573408242746985,0.36,"Westhoek NO2018"
"554","AGBro419",5.75476992143659,3,0.124170221565281,0.176,"Westhoek NO2018"
"555","AGBro467",21.1004172872305,21,0.452826418952182,0.164,"Westhoek NO2018"
"556","AGBro480",2.56273515869875,6,0.861381590815703,0.569,"Westhoek NO2018"
"557","AGBro487",0.134383931087228,3,0.987413687337633,1,"Westhoek NO2018"
"558","AGBro57",3.32716049382716,1,0.0681444268892238,0.102,"Westhoek NO2018"
"559","AGBro76",0.496527777777778,3,0.919653578884519,0.887,"Westhoek NO2018"
"560","AGBro9",44.4735626102293,36,0.157022728702622,0.33,"Westhoek NO2018"
"561","AGBro110",2.10380448475687,3,0.551143473694776,0.832,"Westhoek Oost2018"
"562","AGBro111",11.7361111111111,10,0.303105798484765,0.046,"Westhoek Oost2018"
"563","AGBro116",1.11111111111111,3,0.774392516971433,1,"Westhoek Oost2018"
"564","AGBro12",17.0017636684303,10,0.0743249634379138,0.03,"Westhoek Oost2018"
"565","AGBro138",1.40625,1,0.235679913429038,0.301,"Westhoek Oost2018"
"566","AGBro144",12.2222222222222,15,0.662136598101982,0.786,"Westhoek Oost2018"
"567","AGBro153",5.83333333333333,3,0.120006547653215,0.122,"Westhoek Oost2018"
"568","AGBro16",0.0277008310249308,1,0.867814107693651,1,"Westhoek Oost2018"
"569","AGBro161",4.44444444444444,3,0.217299570178463,0.367,"Westhoek Oost2018"
"570","AGBro20",0,0,1,1,"Westhoek Oost2018"
"571","AGBro218",0.123456790123457,3,0.988881066383277,1,"Westhoek Oost2018"
"572","AGBro227",0.625,3,0.890686097193726,1,"Westhoek Oost2018"
"573","AGBro234",4.06666666666667,3,0.254354736341332,0.505,"Westhoek Oost2018"
"574","AGBro266",2.7437641723356,1,0.0976345361407192,0.138,"Westhoek Oost2018"
"575","AGBro299",0.311418685121107,3,0.957866822244294,1,"Westhoek Oost2018"
"576","AGBro307",0.0226757369614513,1,0.880303370447462,1,"Westhoek Oost2018"
"577","AGBro32",4.44444444444444,1,0.0350149810196625,0.174,"Westhoek Oost2018"
"578","AGBro337",0.0978142736384495,1,0.754468526649911,1,"Westhoek Oost2018"
"579","AGBro35",0.123456790123457,1,0.725315148237577,1,"Westhoek Oost2018"
"580","AGBro375",0.0226757369614513,1,0.880303370447462,1,"Westhoek Oost2018"
"581","AGBro403",8.22222222222222,10,0.607140520119175,0.603,"Westhoek Oost2018"
"582","AGBro419",1.16048786378457,1,0.281364384762616,0.485,"Westhoek Oost2018"
"583","AGBro467",14.8333333333333,21,0.831220831738753,0.887,"Westhoek Oost2018"
"584","AGBro480",12.260422405877,6,0.0564049683597234,0.003,"Westhoek Oost2018"
"585","AGBro487",4.79969765684051,6,0.569748243406794,0.422,"Westhoek Oost2018"
"586","AGBro57",2.7437641723356,1,0.0976345361407192,0.103,"Westhoek Oost2018"
"587","AGBro76",6.9,6,0.33019430037738,0.374,"Westhoek Oost2018"
"588","AGBro9",32.7777777777778,21,0.0487400397468023,0.023,"Westhoek Oost2018"
"589","AGBro110",3.2331238099138,3,0.357059547347499,0.516,"Oosthoekduinen2018"
"590","AGBro111",5.23641723356009,10,0.874835811924928,0.783,"Oosthoekduinen2018"
"591","AGBro116",0.568124426078972,3,0.903689179358445,1,"Oosthoekduinen2018"
"592","AGBro12",6.281875,15,0.974613969115616,0.951,"Oosthoekduinen2018"
"593","AGBro138",3.27834319526627,1,0.0701997620927358,0.13,"Oosthoekduinen2018"
"594","AGBro144",22.6893310265283,21,0.360763608777556,0.334,"Oosthoekduinen2018"
"595","AGBro153",0.540236529238076,3,0.90996675624462,1,"Oosthoekduinen2018"
"596","AGBro16",0,0,1,1,"Oosthoekduinen2018"
"597","AGBro161",0.623629385964912,3,0.891002294936185,1,"Oosthoekduinen2018"
"598","AGBro20",0.66796875,1,0.413760690804413,1,"Oosthoekduinen2018"
"599","AGBro218",4.70065789473684,3,0.195075313909151,0.227,"Oosthoekduinen2018"
"600","AGBro227",8.10180934377532,21,0.99469756549745,0.785,"Oosthoekduinen2018"
"601","AGBro234",6.36508721135513,3,0.0951377067341789,0.106,"Oosthoekduinen2018"
"602","AGBro266",5.69784580498866,1,0.0169857479455098,0.019,"Oosthoekduinen2018"
"603","AGBro299",3.46125714285714,6,0.749116928069945,0.569,"Oosthoekduinen2018"
"604","AGBro307",1.40601283011113,1,0.235719415430811,0.225,"Oosthoekduinen2018"
"605","AGBro32",2.79806824690661,1,0.09437795308441,0.192,"Oosthoekduinen2018"
"606","AGBro337",4.04733727810651,1,0.0442410753776382,0.122,"Oosthoekduinen2018"
"607","AGBro35",6.93532986111111,1,0.00845094761080856,0.032,"Oosthoekduinen2018"
"608","AGBro375",6.46527777777778,3,0.0910419667648898,0.125,"Oosthoekduinen2018"
"609","AGBro403",38.1421946740129,36,0.372246643274452,0.221,"Oosthoekduinen2018"
"610","AGBro419",28.7908163265306,6,6.66399338068446e-05,0,"Oosthoekduinen2018"
"611","AGBro467",27.589837771656,21,0.152171885020441,0.779,"Oosthoekduinen2018"
"612","AGBro480",3.73842592592593,6,0.712024508881717,0.468,"Oosthoekduinen2018"
"613","AGBro487",5.46142252979623,6,0.486131525611438,0.385,"Oosthoekduinen2018"
"614","AGBro57",1.81520661157025,1,0.177884907927925,0.271,"Oosthoekduinen2018"
"615","AGBro76",9.71530973774564,6,0.137164302184162,0.139,"Oosthoekduinen2018"
"616","AGBro9",14.9566779374472,21,0.825119297704508,0.711,"Oosthoekduinen2018"
"617","AGBro110",5.48148148148148,3,0.139750434886518,0.12,"Schipgatduinen2018"
"618","AGBro111",11.0571630966436,6,0.0866257229743378,0.018,"Schipgatduinen2018"
"619","AGBro116",0.489042675893887,3,0.921292008729978,1,"Schipgatduinen2018"
"620","AGBro12",5.44475053565963,6,0.488159345604985,0.23,"Schipgatduinen2018"
"621","AGBro138",0.48,1,0.488422316622594,1,"Schipgatduinen2018"
"622","AGBro144",29.52,21,0.102066419029568,0.107,"Schipgatduinen2018"
"623","AGBro153",0.148148148148148,1,0.70031137293689,1,"Schipgatduinen2018"
"624","AGBro16",0,0,1,1,"Schipgatduinen2018"
"625","AGBro161",2.40976331360947,6,0.878426744846788,0.865,"Schipgatduinen2018"
"626","AGBro20",0.244897959183673,1,0.620690717075355,1,"Schipgatduinen2018"
"627","AGBro218",0.366766101031835,1,0.544772318700748,1,"Schipgatduinen2018"
"628","AGBro227",0.48,6,0.998073430121243,1,"Schipgatduinen2018"
"629","AGBro234",6.41333333333333,3,0.093143805416263,0.01,"Schipgatduinen2018"
"630","AGBro266",4.65333333333333,3,0.19901433936325,0.232,"Schipgatduinen2018"
"631","AGBro299",0.489042675893887,3,0.921292008729978,1,"Schipgatduinen2018"
"632","AGBro307",3,1,0.0832645166635505,0.227,"Schipgatduinen2018"
"633","AGBro32",2.03460207612457,1,0.153754418843636,0.498,"Schipgatduinen2018"
"634","AGBro337",0.244897959183673,1,0.620690717075355,1,"Schipgatduinen2018"
"635","AGBro35",6.70271468144044,1,0.00962662328256469,0.035,"Schipgatduinen2018"
"636","AGBro375",1.31404958677686,3,0.725799597406399,1,"Schipgatduinen2018"
"637","AGBro403",8.18556473829201,15,0.916127727090522,0.836,"Schipgatduinen2018"
"638","AGBro419",8.07,6,0.233019667970209,0.152,"Schipgatduinen2018"
"639","AGBro467",21.5414965986395,21,0.426330524151986,0.236,"Schipgatduinen2018"
"640","AGBro480",0.912592592592593,3,0.82238791222934,0.585,"Schipgatduinen2018"
"641","AGBro487",5.35180055401662,3,0.147776227645012,0.173,"Schipgatduinen2018"
"642","AGBro57",1.66358024691358,1,0.197120618624204,0.262,"Schipgatduinen2018"
"643","AGBro76",3.83035714285714,3,0.280374776950481,0.174,"Schipgatduinen2018"
"644","AGBro9",13.64,15,0.552988740753879,0.347,"Schipgatduinen2018"
"645","AGBro110",0.285039635688986,3,0.962817119108731,1,"HB-Oost2018"
"646","AGBro111",4.2984693877551,10,0.932879654000572,1,"HB-Oost2018"
"647","AGBro116",1.78202479338843,3,0.618854332513213,0.729,"HB-Oost2018"
"648","AGBro12",1.60550964187328,6,0.952180483305846,1,"HB-Oost2018"
"649","AGBro138",0.0277008310249308,1,0.867814107693651,1,"HB-Oost2018"
"650","AGBro144",7.36111111111111,15,0.946843808446342,0.568,"HB-Oost2018"
"651","AGBro153",1.83673469387755,3,0.606973866669387,1,"HB-Oost2018"
"652","AGBro16",0.0277008310249308,1,0.867814107693651,1,"HB-Oost2018"
"653","AGBro161",10.8290816326531,3,0.0126869254752782,0.004,"HB-Oost2018"
"654","AGBro20",0.123456790123457,1,0.725315148237577,1,"HB-Oost2018"
"655","AGBro218",4.44444444444444,1,0.0350149810196625,0.159,"HB-Oost2018"
"656","AGBro227",9.50413223140496,10,0.485018462693784,0.53,"HB-Oost2018"
"657","AGBro234",0.277777777777778,3,0.964152222761613,1,"HB-Oost2018"
"658","AGBro266",1.11111111111111,1,0.291840545143789,1,"HB-Oost2018"
"659","AGBro299",1.54444444444444,3,0.672051208923123,0.602,"HB-Oost2018"
"660","AGBro307",0.277777777777778,1,0.598161452683528,0.571,"HB-Oost2018"
"661","AGBro32",0.539119000657462,3,0.910216817493043,1,"HB-Oost2018"
"662","AGBro337",0.0226757369614513,1,0.880303370447462,1,"HB-Oost2018"
"663","AGBro35",4.70556213017751,1,0.0300651682340608,0.068,"HB-Oost2018"
"664","AGBro375",0.0978142736384495,1,0.754468526649911,1,"HB-Oost2018"
"665","AGBro403",18.4444444444444,21,0.620731173242509,0.831,"HB-Oost2018"
"666","AGBro419",3.56292517006803,6,0.735579827902621,0.725,"HB-Oost2018"
"667","AGBro467",19.7666666666667,15,0.181067532747529,0.044,"HB-Oost2018"
"668","AGBro480",5.32544378698225,6,0.502799970670564,0.453,"HB-Oost2018"
"669","AGBro487",5.3125,3,0.150293338418792,0.113,"HB-Oost2018"
